Incident_Title,Incident_Link,Incident_color,Incident_Impact,Updates,Service
Degradation in Realtime API,https://status.openai.com/incidents/v20bwm5v2t60,#050505,impact-none,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""On Tue, Oct 15, we experienced degradation in the Realtime API from 11:45 PM to 12:45 AM GMT (Oct 16)."", ""Update_Timestamp"": ""Posted 1 month ago. Oct 15, 2024 - 16:30 PDT""}]",
Unable to create new fine-tuned models from existing fine-tuned models that were recently created,https://status.openai.com/incidents/n55njyqz4hr8,#050505,impact-none,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved."", ""Update_Timestamp"": ""Posted 1 month ago. Oct 08, 2024 - 11:01 PDT""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""A fix has been implemented and we are monitoring the results."", ""Update_Timestamp"": ""Posted 2 months ago. Oct 07, 2024 - 22:02 PDT""}, {""Update_Title"": ""Identified"", ""Update_Body"": ""The issue has been identified and a fix is being implemented."", ""Update_Timestamp"": ""Posted 2 months ago. Oct 07, 2024 - 14:22 PDT""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""Recently created fine-tuned models are not showing up in the \""Model Selection\"" dropdown when choosing a base model to create a fine-tuning job from. This issue is only in the UI, customers can create fine-tuning jobs based off of existing fine-tunes via the API. This issue appears to only impact fine-tuned models created in the default project."", ""Update_Timestamp"": ""Posted 2 months ago. Oct 07, 2024 - 13:39 PDT""}]",This incident affected: API.
Elevated errors rates in Assistants API with vector store,https://status.openai.com/incidents/4f27pxbkg7kz,#050505,impact-none,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved."", ""Update_Timestamp"": ""Posted 2 months ago. Oct 04, 2024 - 06:22 PDT""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""A fix has been implemented and we are monitoring the results."", ""Update_Timestamp"": ""Posted 2 months ago. Oct 04, 2024 - 06:12 PDT""}, {""Update_Title"": ""Update"", ""Update_Body"": ""We are continuing to investigate this issue."", ""Update_Timestamp"": ""Posted 2 months ago. Oct 04, 2024 - 06:03 PDT""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We're experiencing an elevated level of API errors for calls with vector stores"", ""Update_Timestamp"": ""Posted 2 months ago. Oct 04, 2024 - 05:59 PDT""}]",This incident affected: API.
Erroneous usage data for some API users is leading to them incorrectly hitting usage limits,https://status.openai.com/incidents/ngmt08pwjlxz,#f4ac36,impact-minor,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident was resolved as of 6 pm PDT on 10/1/2024. Customers should no longer be seeing erroneous usage data or unexpectedly be hitting usage limits."", ""Update_Timestamp"": ""Posted 2 months ago. Oct 02, 2024 - 09:20 PDT""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""A fix has been implemented and we are monitoring the results."", ""Update_Timestamp"": ""Posted 2 months ago. Oct 01, 2024 - 09:48 PDT""}, {""Update_Title"": ""Update"", ""Update_Body"": ""We are continuing to work on a fix for this issue."", ""Update_Timestamp"": ""Posted 2 months ago. Oct 01, 2024 - 09:16 PDT""}, {""Update_Title"": ""Identified"", ""Update_Body"": ""The issue has been identified and currently a fix is being implemented."", ""Update_Timestamp"": ""Posted 2 months ago. Oct 01, 2024 - 08:50 PDT""}]",This incident affected: API.
Workspace Analytics tab is broken for ChatGPT Enterprise users,https://status.openai.com/incidents/2mk4x5m4xvqs,#f4ac36,impact-minor,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""Starting on Sep 16th at 9:33 AM PDT, some users experienced increased errors when accessing the Workspace Analytics tab for ChatGPT. As of Sep 25th at 10:06 PM PDT, the issue has been fully resolved, and service has been restored for all users. Our team will continue to monitor the system to ensure ongoing stability."", ""Update_Timestamp"": ""Posted 2 months ago. Sep 26, 2024 - 11:18 PDT""}, {""Update_Title"": ""Update"", ""Update_Body"": ""Service has been restored for most users, but a small group of accounts may still be experiencing issues. Our team is actively working on a fix to ensure full resolution."", ""Update_Timestamp"": ""Posted 2 months ago. Sep 24, 2024 - 09:15 PDT""}, {""Update_Title"": ""Update"", ""Update_Body"": ""We're actively investigating the issue. We\u2019re working to ensure full service restoration and will continue to monitor closely."", ""Update_Timestamp"": ""Posted 2 months ago. Sep 20, 2024 - 17:10 PDT""}, {""Update_Title"": ""Update"", ""Update_Body"": ""We\u2019ve made some progress, and you may notice intermittent recovery. However, pages might still not load consistently as the issue is being resolved. We\u2019re actively working to restore full functionality."", ""Update_Timestamp"": ""Posted 2 months ago. Sep 19, 2024 - 10:50 PDT""}, {""Update_Title"": ""Update"", ""Update_Body"": ""We identified some issues and are continuing to work diligently to resolve the issue for the remaining users."", ""Update_Timestamp"": ""Posted 2 months ago. Sep 18, 2024 - 12:46 PDT""}, {""Update_Title"": ""Update"", ""Update_Body"": ""We have restored data for a portion of affected users and are continuing to work diligently to resolve the issue for the remaining users."", ""Update_Timestamp"": ""Posted 2 months ago. Sep 17, 2024 - 13:23 PDT""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""The Workspace Analytics tab should now be functioning as normal for ChatGPT Enterprise users. We're monitoring the situation."", ""Update_Timestamp"": ""Posted 2 months ago. Sep 17, 2024 - 04:24 PDT""}, {""Update_Title"": ""Update"", ""Update_Body"": ""A fix has been implemented and data processing is currently underway, and all affected data should be fully available within the next 10 hours."", ""Update_Timestamp"": ""Posted 2 months ago. Sep 16, 2024 - 14:11 PDT""}, {""Update_Title"": ""Identified"", ""Update_Body"": ""The Workspace Analytics tab for ChatGPT Enterprise is currently not returning any data. We have identified the root cause and we're actively working on a fix."", ""Update_Timestamp"": ""Posted 2 months ago. Sep 16, 2024 - 09:33 PDT""}]",This incident affected: ChatGPT.
Elevated errors rates in Assistants API with vector store and file creation,https://status.openai.com/incidents/f6dbcvsyff6h,#f4ac36,impact-minor,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""We experienced an elevated level of API errors for calls with vector stores and files"", ""Update_Timestamp"": ""Posted 2 months ago. Sep 24, 2024 - 08:00 PDT""}]",
Some fine-tuned snapshots are missing sampling permissions after finishing training,https://status.openai.com/incidents/n6gp0rvd3d6s,#f4ac36,impact-minor,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved."", ""Update_Timestamp"": ""Posted 2 months ago. Sep 23, 2024 - 22:04 PDT""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""A fix has been fully deployed and fine-tuned snapshots can be sampled from normally again. Impacted fine-tunes were those created after 3:48pm PT on 9/23."", ""Update_Timestamp"": ""Posted 2 months ago. Sep 23, 2024 - 22:04 PDT""}, {""Update_Title"": ""Identified"", ""Update_Body"": ""A fix is being deployed, 404 errors should subside before 9:30pm PT."", ""Update_Timestamp"": ""Posted 2 months ago. Sep 23, 2024 - 21:19 PDT""}, {""Update_Title"": ""Update"", ""Update_Body"": ""Issue has been identified and reproduced internally, we are preparing a fix."", ""Update_Timestamp"": ""Posted 2 months ago. Sep 23, 2024 - 20:50 PDT""}, {""Update_Title"": ""Update"", ""Update_Body"": ""We are continuing to investigate this issue. It appears to impact some fine-tuned models created after 4:10pm PT today (9/23)"", ""Update_Timestamp"": ""Posted 2 months ago. Sep 23, 2024 - 20:39 PDT""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We are investigating reports that sampling requests to fine-tuned models are returning 404 due to lack of sampling permissions."", ""Update_Timestamp"": ""Posted 2 months ago. Sep 23, 2024 - 20:08 PDT""}]",This incident affected: API.
ChatGPT Is Not Loading for Some Users,https://status.openai.com/incidents/9c67ckjth8k3,#e86c09,impact-major,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This issue has been resolved."", ""Update_Timestamp"": ""Posted 2 months ago. Sep 20, 2024 - 13:07 PDT""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""The engineering team has mitigate the errors for users using ChatGPT. Engineers are monitoring."", ""Update_Timestamp"": ""Posted 2 months ago. Sep 20, 2024 - 12:36 PDT""}, {""Update_Title"": ""Update"", ""Update_Body"": ""Engineers are continuing to investigate the errors for ChatGPT. Some users may be seeing some recovery as engineers working on reducing errors for all users."", ""Update_Timestamp"": ""Posted 2 months ago. Sep 20, 2024 - 11:14 PDT""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""Some users are seeing errors while trying to access ChatGPT. Engineers are investigating."", ""Update_Timestamp"": ""Posted 2 months ago. Sep 20, 2024 - 10:17 PDT""}]",This incident affected: ChatGPT.
Fine-tuning job are not being returned from API,https://status.openai.com/incidents/g1q7skfj3xr9,#e86c09,impact-major,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""A fix has been deployed and fine-tune jobs are being returned normally via the API. There was no data loss during this time."", ""Update_Timestamp"": ""Posted 2 months ago. Sep 18, 2024 - 15:43 PDT""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""Fine-tuning jobs are being returned from the API and are populating the UI on platform.openai.com/finetune"", ""Update_Timestamp"": ""Posted 2 months ago. Sep 18, 2024 - 15:20 PDT""}, {""Update_Title"": ""Update"", ""Update_Body"": ""We've identified the problem and are pushing a fix. No data has been lost. We expect the issue to be fixed in the next 10 minutes"", ""Update_Timestamp"": ""Posted 2 months ago. Sep 18, 2024 - 15:15 PDT""}, {""Update_Title"": ""Identified"", ""Update_Body"": ""No fine-tuning jobs are being returned from the /v1/fine_tuning/jobs endpoint."", ""Update_Timestamp"": ""Posted 2 months ago. Sep 18, 2024 - 15:12 PDT""}]",This incident affected: API.
ChatGPT web is experiencing issues on Chrome version 129,https://status.openai.com/incidents/6ysbhfcs429p,#f4ac36,impact-minor,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved."", ""Update_Timestamp"": ""Posted 2 months ago. Sep 18, 2024 - 06:50 PDT""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""A fix has been implemented and we are monitoring the results."", ""Update_Timestamp"": ""Posted 2 months ago. Sep 18, 2024 - 06:14 PDT""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We are currently investigating this issue."", ""Update_Timestamp"": ""Posted 2 months ago. Sep 17, 2024 - 23:10 PDT""}]",This incident affected: ChatGPT.
Elevated Errors on Some API Models,https://status.openai.com/incidents/7mldgz0f47rp,#e86c09,impact-major,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident is resolved."", ""Update_Timestamp"": ""Posted 2 months ago. Sep 17, 2024 - 17:56 PDT""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""Engineers have implemented a fix, and API requests have been recovering since 4:30pm PT. The team is monitoring the update."", ""Update_Timestamp"": ""Posted 2 months ago. Sep 17, 2024 - 16:46 PDT""}, {""Update_Title"": ""Update"", ""Update_Body"": ""We are continuing to investigate this issue."", ""Update_Timestamp"": ""Posted 2 months ago. Sep 17, 2024 - 16:32 PDT""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""Starting around 3:50pm PT, some API models had elevated error rates. Engineers are actively investigating the issue and working on a mitigation."", ""Update_Timestamp"": ""Posted 2 months ago. Sep 17, 2024 - 16:30 PDT""}]",This incident affected: API and ChatGPT.
"API requests, logins, and account creations failing",https://status.openai.com/incidents/bq8064vtt623,#e86c09,impact-major,"[{""Update_Title"": ""Postmortem"", ""Update_Body"": ""On September 16, 2024, between 8:39am to 8:50am PDT, all API traffic to api.openapi.com was blocked. We additionally saw new account creations and logins failing for OpenAI Platform and ChatGPT.\nThe root cause was an erroneous update to a Web Application Firewall (WAF) rule which mistakenly blocked all traffic.\nThe issue was detected immediately and after identifying the root cause, we reverted the offending change and temporarily froze subsequent updates to our WAF rules.\nWe frequently make changes to our WAF rules to mitigate new threats or change internal configuration. These changes are all subject to our standard change management process which requires peer review of every change, and we recommend testing rules in \""dry-run\"" mode before enforcing new rules. However, we had no mechanism in place to guarantee that all new rules were tested in dry-run mode before turning on enforcement.\nAs part of the incident response, we have already implemented the following measures:\nTo prevent incidents like this in the future, we have implemented controls to enforce that these rules are never turned to \""block\"" without first testing them in dry-run mode regardless of the urgency.\nWe know API outages impact our customers' products and business, and are committed to preventing such incidents in the future and improving our service reliability."", ""Update_Timestamp"": ""Posted 2 months ago. Sep 20, 2024 - 14:52 PDT""}, {""Update_Title"": ""Resolved"", ""Update_Body"": ""From 08:39AM \u2013 08:56AM PDT all API requests failed. We have fixed the issue and the API is fully operational. In the same window we also saw new account creations and logins failing for OpenAI Platform and ChatGPT. This issue is now resolved."", ""Update_Timestamp"": ""Posted 2 months ago. Sep 16, 2024 - 09:15 PDT""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""For a short period, users were being blocked from sending requests to our API. This issue has already been fixed and we're monitoring closely."", ""Update_Timestamp"": ""Posted 2 months ago. Sep 16, 2024 - 08:59 PDT""}]",This incident affected: API.
Advanced Voice inaccessible to some alpha users,https://status.openai.com/incidents/dn454qypbw83,#050505,impact-none,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved."", ""Update_Timestamp"": ""Posted 2 months ago. Sep 14, 2024 - 11:00 PDT""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We're currently investigating an issue preventing some users from accessing the Advanced Voice alpha for ChatGPT."", ""Update_Timestamp"": ""Posted 2 months ago. Sep 14, 2024 - 07:19 PDT""}]",This incident affected: ChatGPT.
Elevated 404 errors impacting the ChatCompletion API endpoint,https://status.openai.com/incidents/6xrkkj69mwn0,#f4ac36,impact-minor,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved."", ""Update_Timestamp"": ""Posted 2 months ago. Sep 13, 2024 - 18:16 PDT""}, {""Update_Title"": ""Update"", ""Update_Body"": ""We are continuing to monitor for any further issues."", ""Update_Timestamp"": ""Posted 2 months ago. Sep 13, 2024 - 18:02 PDT""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""Error rates have returned to normal. We are continuing to monitor for any further issues."", ""Update_Timestamp"": ""Posted 2 months ago. Sep 13, 2024 - 18:01 PDT""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We are currently investigating an issue causing increased error rates on the ChatCompletion API endpoint."", ""Update_Timestamp"": ""Posted 2 months ago. Sep 13, 2024 - 17:48 PDT""}]",This incident affected: API.
Some users unable to login to ChatGPT when starting from their IdP,https://status.openai.com/incidents/98ybsk5l2j4r,#f4ac36,impact-minor,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident should now be resolved."", ""Update_Timestamp"": ""Posted 2 months ago. Sep 12, 2024 - 12:50 PDT""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""We've deployed a fix and are monitoring to verify resolution."", ""Update_Timestamp"": ""Posted 2 months ago. Sep 12, 2024 - 12:46 PDT""}, {""Update_Title"": ""Update"", ""Update_Body"": ""We continue to investigate this issue."", ""Update_Timestamp"": ""Posted 2 months ago. Sep 12, 2024 - 12:05 PDT""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We are currently investigating an issue where some users cannot login when initiated from their IdP."", ""Update_Timestamp"": ""Posted 2 months ago. Sep 12, 2024 - 10:51 PDT""}]",This incident affected: ChatGPT.
Elevated error rates when accessing Custom GPTs,https://status.openai.com/incidents/c46g0x8kfzm8,#f4ac36,impact-minor,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved."", ""Update_Timestamp"": ""Posted 2 months ago. Sep 10, 2024 - 18:18 PDT""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""A fix has been implemented and we are monitoring the results."", ""Update_Timestamp"": ""Posted 2 months ago. Sep 10, 2024 - 17:56 PDT""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We are currently investigating elevated error rates when accessing Custom GPTs. ChatGPT should be working as expected."", ""Update_Timestamp"": ""Posted 2 months ago. Sep 10, 2024 - 17:23 PDT""}]",This incident affected: ChatGPT.
Elevated error rates across multiple endpoints,https://status.openai.com/incidents/slmjyth2c3y9,#e86c09,impact-major,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This issue has now been resolved."", ""Update_Timestamp"": ""Posted 2 months ago. Sep 10, 2024 - 18:11 PDT""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""We have identified the core issue here and have implemented a fix and are monitoring results. Most customers should now be experiencing normal behavior."", ""Update_Timestamp"": ""Posted 2 months ago. Sep 10, 2024 - 17:58 PDT""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We are currently investigating elevated error rates across multiple endpoints."", ""Update_Timestamp"": ""Posted 2 months ago. Sep 10, 2024 - 17:35 PDT""}]",This incident affected: API.
