Incident_Title,Incident_Link,Incident_color,Incident_Impact,Updates,Service
Elevated error rate affecting Voice on ChatGPT,https://status.openai.com/incidents/wc4rmhy73tyl,#f4ac36,impact-minor,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved."", ""Update_Timestamp"": ""Posted 7 months ago. Feb 10, 2024 - 07:08 PST""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""A fix has been implemented and we are monitoring the results."", ""Update_Timestamp"": ""Posted 7 months ago. Feb 10, 2024 - 06:55 PST""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We are currently investigating this issue."", ""Update_Timestamp"": ""Posted 7 months ago. Feb 10, 2024 - 05:43 PST""}]",This incident affected: ChatGPT.
Elevated errors on GPT-4V for ChatGPT and API,https://status.openai.com/incidents/1jr5v353kpcc,#f4ac36,impact-minor,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved."", ""Update_Timestamp"": ""Posted 7 months ago. Feb 09, 2024 - 19:45 PST""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""A fix has been implemented and we are monitoring the results."", ""Update_Timestamp"": ""Posted 7 months ago. Feb 09, 2024 - 17:58 PST""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We are currently investigating this issue."", ""Update_Timestamp"": ""Posted 7 months ago. Feb 09, 2024 - 16:39 PST""}, {""Update_Title"": ""Identified"", ""Update_Body"": ""The issue has been identified and a fix is being implemented."", ""Update_Timestamp"": ""Posted 7 months ago. Feb 09, 2024 - 15:50 PST""}]",This incident affected: API and ChatGPT.
Elevated errors indexing files in Assistants API,https://status.openai.com/incidents/wmqhx8xylds1,#050505,impact-none,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved."", ""Update_Timestamp"": ""Posted 7 months ago. Feb 09, 2024 - 12:21 PST""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""A fix has been implemented and we are monitoring the results."", ""Update_Timestamp"": ""Posted 7 months ago. Feb 09, 2024 - 12:14 PST""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We are currently investigating this issue."", ""Update_Timestamp"": ""Posted 7 months ago. Feb 09, 2024 - 12:03 PST""}]",This incident affected: API.
Elevated errors across ChatGPT and API,https://status.openai.com/incidents/y6c5p2pcxmzn,#e86c09,impact-major,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""After monitoring, this incident is resolved."", ""Update_Timestamp"": ""Posted 7 months ago. Feb 05, 2024 - 16:50 PST""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""A fix has been implemented and we are monitoring the update."", ""Update_Timestamp"": ""Posted 7 months ago. Feb 05, 2024 - 16:47 PST""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We are currently investigating this issue."", ""Update_Timestamp"": ""Posted 7 months ago. Feb 05, 2024 - 16:45 PST""}]",This incident affected: API and ChatGPT.
Elevated errors affecting API and ChatGPT,https://status.openai.com/incidents/n38dwwksfkv9,#ef4146,impact-critical,"[{""Update_Title"": ""Postmortem"", ""Update_Body"": ""On January 29, 2024, from 4:19 pm to 4:34 pm, a significant portion of requests to our system experienced a high failure rate and increased latency. The issue was triggered by a critical error in our routing mechanism.\nWe were immediately alerted to the failures and rapidly identified the root cause as an interaction between our ChatGPT service and the downstream services, which was triggered by a new release of our ChatGPT backend.\nAfter identifying the root cause of the issue, we took action by rolling back both the backend and the ChatGPT services to their previous stable versions. This action restored normal service operations.\n\u200c\nThe detailed incident timeline is as below:\n2:33 pm, 29th Jan 2024: Culprit PR deployed to the backend service.\n4:17 pm, 29th Jan 2024: ChatGPT new deployment. The issue in the downstream service was only triggered when ChatGPT deployed.\n4:19 pm, 29th Jan 2024: Impact becomes apparent in monitoring systems and alerts fire notifying engineers.\n4:22 pm, 29th Jan 2024: Root cause identified.\n4:28 pm, 29th Jan 2024: Rollback mitigation started.\n4:34 pm, 29th Jan 2024: Traffic fully recovered.\n\u200c\nAs part of the incident response, we are taking immediate measures to prevent similar issues in the future, including:\nEvaluating dependency enhancements - strengthening our downstream system to prevent issues caused by dependencies between services.\nAdjustments to the code roll out strategy for the downstream service to do in phases.\n\u200c\nWe apologize for any inconvenience caused by this incident and are committed to ensuring the reliability and availability of our services."", ""Update_Timestamp"": ""Posted 7 months ago. Feb 05, 2024 - 08:47 PST""}, {""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved."", ""Update_Timestamp"": ""Posted 7 months ago. Jan 29, 2024 - 16:49 PST""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""A fix has been implemented and we are monitoring the results."", ""Update_Timestamp"": ""Posted 7 months ago. Jan 29, 2024 - 16:37 PST""}, {""Update_Title"": ""Update"", ""Update_Body"": ""We are continuing to investigate this issue."", ""Update_Timestamp"": ""Posted 7 months ago. Jan 29, 2024 - 16:30 PST""}, {""Update_Title"": ""Update"", ""Update_Body"": ""We are continuing to investigate this issue."", ""Update_Timestamp"": ""Posted 7 months ago. Jan 29, 2024 - 16:29 PST""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We are currently investigating this issue."", ""Update_Timestamp"": ""Posted 7 months ago. Jan 29, 2024 - 16:26 PST""}]",This incident affected: API and ChatGPT.
High error rates on ChatGPT,https://status.openai.com/incidents/84t59pn6yhvk,#f4ac36,impact-minor,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved."", ""Update_Timestamp"": ""Posted 7 months ago. Jan 29, 2024 - 14:56 PST""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""A fix has been implemented and we are monitoring the results."", ""Update_Timestamp"": ""Posted 7 months ago. Jan 29, 2024 - 14:53 PST""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""ChatGPT Plus is impacted, we're currently investigating the issue."", ""Update_Timestamp"": ""Posted 7 months ago. Jan 29, 2024 - 14:52 PST""}]",This incident affected: ChatGPT.
Increased errors on ChatGPT Browse,https://status.openai.com/incidents/8768htm0xtc4,#e86c09,impact-major,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved."", ""Update_Timestamp"": ""Posted 7 months ago. Jan 26, 2024 - 16:45 PST""}, {""Update_Title"": ""Identified"", ""Update_Body"": ""The issue has been identified and a fix is being implemented."", ""Update_Timestamp"": ""Posted 7 months ago. Jan 26, 2024 - 16:44 PST""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We are currently investigating this issue."", ""Update_Timestamp"": ""Posted 7 months ago. Jan 26, 2024 - 16:28 PST""}]",This incident affected: ChatGPT.
DALL-E was down,https://status.openai.com/incidents/zp5tgsxn0wtn,#050505,impact-none,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""DALL-E was down from 11:16am to 11:31am PST. The issue has been resolved."", ""Update_Timestamp"": ""Posted 7 months ago. Jan 19, 2024 - 11:00 PST""}]",
Some users are experiencing degraded performance when logging into ChatGPT,https://status.openai.com/incidents/82yfp1gjfx7n,#f4ac36,impact-minor,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved."", ""Update_Timestamp"": ""Posted 8 months ago. Jan 18, 2024 - 12:51 PST""}, {""Update_Title"": ""Identified"", ""Update_Body"": ""We have identified an issue where some users encounter the error message 'Oops! Our systems are a bit busy' when attempting to log into ChatGPT. We recommend trying to log in again as this may resolve the issue. Our team has identified the root cause and is actively working on a fix."", ""Update_Timestamp"": ""Posted 8 months ago. Jan 18, 2024 - 11:51 PST""}]",This incident affected: ChatGPT.
Elevated error rate on text-embedding-ada-002,https://status.openai.com/incidents/g3k6lsj173gz,#050505,impact-none,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved."", ""Update_Timestamp"": ""Posted 8 months ago. Jan 17, 2024 - 09:47 PST""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We are currently investigating this issue."", ""Update_Timestamp"": ""Posted 8 months ago. Jan 17, 2024 - 09:06 PST""}]",This incident affected: API.
Elevated error rate on moderations API,https://status.openai.com/incidents/cw9c0skph31n,#050505,impact-none,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved."", ""Update_Timestamp"": ""Posted 8 months ago. Jan 16, 2024 - 05:56 PST""}, {""Update_Title"": ""Update"", ""Update_Body"": ""We are continuing to investigate the issue."", ""Update_Timestamp"": ""Posted 8 months ago. Jan 16, 2024 - 04:52 PST""}, {""Update_Title"": ""Update"", ""Update_Body"": ""We are seeing increased latency on a portion of requests to the moderation API. We have put in mitigations, and are continuing to investigate."", ""Update_Timestamp"": ""Posted 8 months ago. Jan 16, 2024 - 02:26 PST""}, {""Update_Title"": ""Update"", ""Update_Body"": ""We are continuing to investigate this issue."", ""Update_Timestamp"": ""Posted 8 months ago. Jan 16, 2024 - 00:03 PST""}, {""Update_Title"": ""Update"", ""Update_Body"": ""We are continuing to investigate this issue."", ""Update_Timestamp"": ""Posted 8 months ago. Jan 15, 2024 - 23:03 PST""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We are currently investigating this issue."", ""Update_Timestamp"": ""Posted 8 months ago. Jan 15, 2024 - 22:07 PST""}]",This incident affected: API.
"Elevated error rate on gpt-3.5-turbo-0613, gpt-3.5-turbo-instruct, and reserved capacity models",https://status.openai.com/incidents/hyb079s2pqrd,#050505,impact-none,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved."", ""Update_Timestamp"": ""Posted 8 months ago. Jan 14, 2024 - 18:54 PST""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""A fix has been implemented and we are monitoring the results."", ""Update_Timestamp"": ""Posted 8 months ago. Jan 14, 2024 - 17:42 PST""}, {""Update_Title"": ""Update"", ""Update_Body"": ""We are seeing reduced error rates on gpt-3.5-turbo-0613 and gpt-3.5-turbo-instruct. We are continuing to address the issue on reserved capacity models."", ""Update_Timestamp"": ""Posted 8 months ago. Jan 14, 2024 - 16:42 PST""}, {""Update_Title"": ""Identified"", ""Update_Body"": ""The issue has been identified and a fix is being implemented."", ""Update_Timestamp"": ""Posted 8 months ago. Jan 14, 2024 - 16:41 PST""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We are currently investigating this issue."", ""Update_Timestamp"": ""Posted 8 months ago. Jan 14, 2024 - 16:15 PST""}]",This incident affected: API.
Service degradation in ChatGPT,https://status.openai.com/incidents/5yw8z67133bm,#f4ac36,impact-minor,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved."", ""Update_Timestamp"": ""Posted 8 months ago. Jan 11, 2024 - 02:09 PST""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We are currently investigating this issue."", ""Update_Timestamp"": ""Posted 8 months ago. Jan 11, 2024 - 01:30 PST""}]",This incident affected: ChatGPT.
Service degradation in ChatGPT,https://status.openai.com/incidents/63znmd047rgk,#ef4146,impact-critical,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved."", ""Update_Timestamp"": ""Posted 8 months ago. Jan 11, 2024 - 00:19 PST""}, {""Update_Title"": ""Update"", ""Update_Body"": ""We continue to investigate the issue."", ""Update_Timestamp"": ""Posted 8 months ago. Jan 10, 2024 - 21:38 PST""}, {""Update_Title"": ""Update"", ""Update_Body"": ""We are continuing to investigate the issue."", ""Update_Timestamp"": ""Posted 8 months ago. Jan 10, 2024 - 21:14 PST""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We are currently investigating degraded service in ChatGPT where pages are loading slower than normal impacting potentially all users."", ""Update_Timestamp"": ""Posted 8 months ago. Jan 10, 2024 - 20:41 PST""}]",This incident affected: ChatGPT.
Elevated errors on Whisper API,https://status.openai.com/incidents/g9211h91crkb,#f4ac36,impact-minor,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved."", ""Update_Timestamp"": ""Posted 8 months ago. Jan 08, 2024 - 12:37 PST""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""A fix has been implemented and we are monitoring the results."", ""Update_Timestamp"": ""Posted 8 months ago. Jan 08, 2024 - 11:25 PST""}, {""Update_Title"": ""Identified"", ""Update_Body"": ""The issue has been identified and a fix is being implemented."", ""Update_Timestamp"": ""Posted 8 months ago. Jan 08, 2024 - 11:05 PST""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We are currently investigating this issue."", ""Update_Timestamp"": ""Posted 8 months ago. Jan 08, 2024 - 10:50 PST""}]",This incident affected: API.
Elevated errors on GPT-V for ChatGPT models,https://status.openai.com/incidents/qpsc9m1z6bjv,#f4ac36,impact-minor,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved."", ""Update_Timestamp"": ""Posted 9 months ago. Dec 19, 2023 - 10:54 PST""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""A fix has been implemented and we are monitoring the results."", ""Update_Timestamp"": ""Posted 9 months ago. Dec 19, 2023 - 10:50 PST""}, {""Update_Title"": ""Update"", ""Update_Body"": ""We are continuing to investigate this issue."", ""Update_Timestamp"": ""Posted 9 months ago. Dec 19, 2023 - 10:43 PST""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We are currently investigating this issue."", ""Update_Timestamp"": ""Posted 9 months ago. Dec 19, 2023 - 10:43 PST""}]",This incident affected: API and ChatGPT.
Elevated API Errors,https://status.openai.com/incidents/8q7c7rnnqgcd,#f4ac36,impact-minor,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved."", ""Update_Timestamp"": ""Posted 9 months ago. Dec 18, 2023 - 16:33 PST""}, {""Update_Title"": ""Update"", ""Update_Body"": ""We are continuing to monitor for any further issues."", ""Update_Timestamp"": ""Posted 9 months ago. Dec 18, 2023 - 15:26 PST""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""A fix has been implemented and we are monitoring the results."", ""Update_Timestamp"": ""Posted 9 months ago. Dec 18, 2023 - 15:25 PST""}, {""Update_Title"": ""Identified"", ""Update_Body"": ""The issue has been identified and a fix is being implemented."", ""Update_Timestamp"": ""Posted 9 months ago. Dec 18, 2023 - 13:44 PST""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We're experiencing an elevated level of API errors and are currently looking into the issue."", ""Update_Timestamp"": ""Posted 9 months ago. Dec 18, 2023 - 13:17 PST""}]",This incident affected: API.
Elevated error rates with file uploads,https://status.openai.com/incidents/knvm9l5xb78m,#f4ac36,impact-minor,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved."", ""Update_Timestamp"": ""Posted 9 months ago. Dec 14, 2023 - 14:22 PST""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""A fix has been implemented and we are monitoring the results."", ""Update_Timestamp"": ""Posted 9 months ago. Dec 14, 2023 - 13:37 PST""}, {""Update_Title"": ""Update"", ""Update_Body"": ""We are currently experiencing elevated error rates with file uploads on ChatGPT."", ""Update_Timestamp"": ""Posted 9 months ago. Dec 14, 2023 - 13:06 PST""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We are currently experiencing elevated error rates with file uploads on ChatGPT and API"", ""Update_Timestamp"": ""Posted 9 months ago. Dec 14, 2023 - 13:03 PST""}]",This incident affected: API and ChatGPT.
Elevated API Errors,https://status.openai.com/incidents/v51l19tgy6pd,#f4ac36,impact-minor,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved."", ""Update_Timestamp"": ""Posted 9 months ago. Dec 14, 2023 - 12:44 PST""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""A fix has been implemented and we are monitoring the results."", ""Update_Timestamp"": ""Posted 9 months ago. Dec 14, 2023 - 12:05 PST""}, {""Update_Title"": ""Update"", ""Update_Body"": ""We are currently observing an elevated level of API errors with the moderations endpoint. Additionally, other API endpoints are experiencing increased latency."", ""Update_Timestamp"": ""Posted 9 months ago. Dec 14, 2023 - 11:51 PST""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We're experiencing an elevated level of API errors and are currently looking into the issue."", ""Update_Timestamp"": ""Posted 9 months ago. Dec 14, 2023 - 11:27 PST""}]",This incident affected: API.
Major outage on ChatGPT on web,https://status.openai.com/incidents/myrbs3mvcxn1,#ef4146,impact-critical,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""Between 5:32pm - 6:10pm PST, ChatGPT on web was intermittently unavailable. This has now been resolved."", ""Update_Timestamp"": ""Posted 9 months ago. Dec 13, 2023 - 19:15 PST""}, {""Update_Title"": ""Update"", ""Update_Body"": ""We are continuing to monitor for any further issues."", ""Update_Timestamp"": ""Posted 9 months ago. Dec 13, 2023 - 18:29 PST""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""We have identified and addressed the source of the problem and are monitoring."", ""Update_Timestamp"": ""Posted 9 months ago. Dec 13, 2023 - 18:24 PST""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We are currently investigating this issue."", ""Update_Timestamp"": ""Posted 9 months ago. Dec 13, 2023 - 17:52 PST""}]",This incident affected: ChatGPT.
Some ChatGPT Enterprise users are receiving elevated error rates,https://status.openai.com/incidents/zyhpyqrlchpx,#f4ac36,impact-minor,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved."", ""Update_Timestamp"": ""Posted 9 months ago. Dec 13, 2023 - 15:30 PST""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We are currently investigating this issue."", ""Update_Timestamp"": ""Posted 9 months ago. Dec 13, 2023 - 14:29 PST""}]",This incident affected: ChatGPT.
