incident_id,Incident_Title,incident_impact_level,Incident_color,provider,Playground,API,DALL-E,ChatGPT,api.anthropic.com,claude.ai,console.anthropic.com,Character.AI,REST API,gRPC API,Stable Assistant,investigating_flag,investigating_timestamp,investigating_description,identified_flag,identified_timestamp,identified_description,monitoring_flag,monitoring_timestamp,monitoring_description,resolved_flag,resolved_timestamp,resolved_description,postmortem_flag,postmortem_timestamp,postmortem_description,start_timestamp,close_timestamp,time_span,over_one_day,StabilityAI
g65k3tpgpy25,Elevated errors for requests to Claude 3.5 Sonnet,2,#e67e22,anthropic,0,0,0,0,1,1,1,0,0,0,0,1,2025-01-04 11:20:00+00:00,"We are currently investigating elevated errors on requests to Claude 3.5 Sonnet on the API, Claude.ai, and the Anthropic Console.",0,,,1,2025-01-04 11:32:00+00:00,A fix has been implemented and we are monitoring the results.,1,2025-01-04 14:43:00+00:00,This incident has been resolved.,0,,,2025-01-04 11:20:00+00:00,2025-01-04 14:43:00+00:00,0 days 03:23:00,False,0.0
l1sqnkrln45l,Elevated errors for requests to Claude 3.5 Sonnet,2,#e67e22,anthropic,0,0,0,0,1,1,0,0,0,0,0,1,2025-01-04 09:30:00+00:00,We are currently investigating this issue.,0,,,1,2025-01-04 09:39:00+00:00,A fix has been implemented and we are monitoring the results.,1,2025-01-04 09:49:00+00:00,This incident has been resolved.,0,,,2025-01-04 09:30:00+00:00,2025-01-04 09:49:00+00:00,0 days 00:19:00,False,0.0
4ms2y7qmf4yn,Elevated errors for requests to Claude 3.5 Sonnet,2,#e67e22,anthropic,0,0,0,0,1,1,1,0,0,0,0,1,2025-01-04 01:53:00+00:00,"We are currently investigating elevated errors on requests to Claude 3.5 Sonnet (new) on the API, Claude.ai, and the Anthropic Console.",0,,,1,2025-01-04 02:09:00+00:00,A fix has been implemented and we are monitoring the results.,1,2025-01-04 02:23:00+00:00,This incident has been resolved.,0,,,2025-01-04 01:53:00+00:00,2025-01-04 02:23:00+00:00,0 days 00:30:00,False,0.0
ggbfnd4p0xdg,Elevated error rate on Claude 3 Opus,2,#e67e22,anthropic,0,0,0,0,1,1,1,0,0,0,0,1,2025-01-01 04:23:00+00:00,We are currently investigating this issue.,0,,,1,2025-01-01 04:34:00+00:00,A fix has been implemented and we are monitoring the results.,1,2025-01-01 05:32:00+00:00,"From 05:05–05:22 UTC, requests to Claude 3 Opus received an elevated rate of errors. This has now been resolved.",0,,,2025-01-01 04:23:00+00:00,2025-01-01 05:32:00+00:00,0 days 01:09:00,False,0.0
gskh67r0t1d0,Elevated error rate on Claude 3 Opus,2,#e67e22,anthropic,0,0,0,0,0,1,1,0,0,0,0,1,2024-12-30 03:02:00+00:00,We are currently investigating this issue.,1,2024-12-30 03:16:00+00:00,The issue has been identified and a fix is being implemented.,1,2024-12-30 03:20:00+00:00,A fix has been implemented and we are monitoring the results.,1,2024-12-30 03:44:00+00:00,This incident has been resolved.,0,,,2024-12-30 03:02:00+00:00,2024-12-30 03:44:00+00:00,0 days 00:42:00,False,0.0
zngc9lgj7gp7,Sora video creation is seeing high error rates,2,#e86c09,openai,0,0,0,0,0,0,0,0,0,0,0,0,,,1,2024-12-27 04:25:00+00:00,We are currently experiencing an issue with high error rates on Sora. We are currently investigating and will post an update as soon as we are able.,0,,,1,2024-12-27 06:36:00+00:00,Between 7:45PM and 10:05PM PST users were experiencing periodic errors in queueing new video generations on Sora. We rolled out a fix and this issue is now resolved.,0,,,2024-12-27 04:25:00+00:00,2024-12-27 06:36:00+00:00,0 days 02:11:00,False,0.0
6bwlxnvdncnm,"High error rates for ChatGPT, APIs, and Sora",3,#ef4146,openai,0,1,0,1,0,0,0,0,0,0,0,1,2024-12-26 19:00:00+00:00,"We are currently experiencing an issue with high error rates on ChatGPT, the API, and Sora. We are currently investigating and will post an update as soon as we are able.",1,2024-12-26 19:18:00+00:00,This issue is caused by an upstream provider and we are currently monitoring.,0,,,1,2024-12-27 04:38:00+00:00,"Starting at 10:40 AM PST, we experienced high error rates on ChatGPT, Sora, and a subset of APIs. We began to see recovery for Sora at approximately 2:58 PM PST, API traffic starting at approximately 3:05 PM PST, and full recovery for ChatGPT around 8:16 PM PST.  We are currently investigating a separate incident regarding Sora and will be updating the status page.

OpenAI will run a full root-cause analysis of this outage and will share details on this page when complete.",1,2025-01-02 23:31:00+00:00,"Impact
Starting at 10:40am on December 26th, 2024, multiple OpenAI products saw degraded availability. ChatGPT, Sora video creation, and many APIs (agents, realtime speech, batch, DALL-E) saw > 90% error rates during the incident. The text completions API was unaffected. All systems fully recovered by 3:11 PM except ChatGPT, which fully recovered by 6:20 PM.
Root Cause & Remediation
The root cause was a power failure in a cloud provider data center which impacted critical services such as databases in that region for an extended period.
OpenAI’s databases are globally replicated but region-wide failover currently requires manual intervention from the hosting cloud provider. We were able to work with the cloud provider to fail over some databases to other regions but our scale elongated the mitigation time. We kicked off several workstreams to explore workarounds; final recovery only came when the cloud provider fully recovered the region.
Prevention
In the coming weeks, we will embark on a major infrastructure initiative to ensure our systems are resilient to an extended outage in any region of any of our cloud providers by adding a layer of indirection under our control in between our applications and our cloud databases. This will allow significantly faster failover.
We know that extended outages can impact your products, businesses, and lives. We will prioritize the preventative measures outlined above to continue improving our reliability.",2024-12-26 19:00:00+00:00,2024-12-27 04:38:00+00:00,0 days 09:38:00,False,0.0
6t1y6m2h83pm,High error rate for Dall-e & Moderation API,1,#f4ac36,openai,0,1,0,1,0,0,0,0,0,0,0,1,2024-12-20 19:13:00+00:00,We are currently investigating this issue.,0,,,0,,,1,2024-12-20 19:30:00+00:00,Between 11:06 AM and 11:26 AM PST users were experiencing elevated error rates with Dall-e and Moderation API. We rolled out a fix and this issue is now resolved.,0,,,2024-12-20 19:13:00+00:00,2024-12-20 19:30:00+00:00,0 days 00:17:00,False,0.0
4tmfb76h9mpz,Elevated errors for requests to Claude 3.0 Opus and Claude 3.5 Sonnet,2,#e67e22,anthropic,0,0,0,0,1,1,1,0,0,0,0,1,2024-12-20 14:24:00+00:00,"We are currently investigating elevated errors on requests to Claude 3.5 Sonnet on the API, Claude.ai, and the Anthropic Console.",0,,,1,2024-12-20 15:09:00+00:00,A fix has been implemented and we are monitoring the results.,1,2024-12-20 18:00:00+00:00,This incident has been resolved.,0,,,2024-12-20 14:24:00+00:00,2024-12-20 18:00:00+00:00,0 days 03:36:00,False,0.0
f8l6dtn1f4jn,Invalid Structured Output Responses,1,#f4ac36,openai,0,1,0,0,0,0,0,0,0,0,0,1,2024-12-19 21:25:00+00:00,We are currently investigating an issue with invalid responses from structured outputs and will provide more updates shortly.,0,,,0,,,1,2024-12-19 21:56:00+00:00,Between 12:26 PM and 01:52 PM PST users were experiencing invalid responses with structured outputs. We rolled out a fix and this issue is now resolved.,0,,,2024-12-19 21:25:00+00:00,2024-12-19 21:56:00+00:00,0 days 00:31:00,False,0.0
nywxy1553mvg,Some users may not receive verification emails for login or signup with username and password.,1,#f4ac36,openai,0,0,0,1,0,0,0,0,0,0,0,1,2024-12-19 15:24:00+00:00,"We're aware that some users are not receiving verification emails when logging into ChatGPT, leaving them blocked. We're currently investigating.",0,,,0,,,1,2024-12-19 20:30:00+00:00,"Between 7:06 AM and 12:12pm PST, users were unable to signup using their username and password. This was an outage caused by a third-party system and the issue is now fully resolved.",0,,,2024-12-19 15:24:00+00:00,2024-12-19 20:30:00+00:00,0 days 05:06:00,False,0.0
3aa02c236a9b,REST API v1 Errors,2,#ff8c00,StabilityAI,0,0,0,0,0,0,0,0,1,0,0,1,2024-12-19 07:26:53+00:00,We are currently investigating elevated error rates detected by our monitoring.,1,2024-12-19 09:22:01+00:00,"We have identified a routing issue with v1 REST APIs (SDXL, SD1.6). All requests to these APIs are currently returning errors. We are working with our cloud providers on a resolution.",0,,,1,2024-12-19 10:22:46+00:00,We have resolved the issue and services are back online.,0,,,2024-12-19 07:26:53+00:00,2024-12-19 10:22:46+00:00,0 days 02:55:53,False,
tz4sptjqs3xq,Investigating an issue,0,#333333,character,0,0,0,0,0,0,0,0,0,0,0,1,2024-12-18 20:48:00+00:00,We are currently investigating this issue.,0,,,0,,,1,2024-12-18 21:07:00+00:00,This incident has been resolved.,0,,,2024-12-18 20:48:00+00:00,2024-12-18 21:07:00+00:00,0 days 00:19:00,False,0.0
4y86pzvhr0wx,Investigating an issue,0,#333333,character,0,0,0,0,0,0,0,0,0,0,0,1,2024-12-18 20:43:00+00:00,We are currently investigating this issue.,0,,,0,,,1,2024-12-18 20:57:00+00:00,This incident has been resolved.,0,,,2024-12-18 20:43:00+00:00,2024-12-18 20:57:00+00:00,0 days 00:14:00,False,0.0
df4rjs0rx1gl,Investigating an issue,0,#333333,character,0,0,0,0,0,0,0,0,0,0,0,1,2024-12-18 20:38:00+00:00,We are currently investigating this issue.,0,,,0,,,1,2024-12-18 21:07:00+00:00,This incident has been resolved.,0,,,2024-12-18 20:38:00+00:00,2024-12-18 21:07:00+00:00,0 days 00:29:00,False,0.0
x4xk0n33m273,Degraded Performance in ChatGPT Advanced Voice Mode,2,#e86c09,openai,0,0,0,1,0,0,0,0,0,0,0,1,2024-12-17 20:37:00+00:00,We are currently experiencing degraded performance of ChatGPT Advanced Voice. Some of the conversation transcripts might not show up in the conversation history.,0,,,0,,,1,2024-12-17 23:23:00+00:00,Between 12:37 PM and 03:17 PM PST some users experienced degraded performance on Advanced Voice Mode. The impact was that these conversations were not appearing in the conversation history. We have now mitigated the issue and recovered.,0,,,2024-12-17 20:37:00+00:00,2024-12-17 23:23:00+00:00,0 days 02:46:00,False,0.0
mzyhcbn140fg,Unauthorized post from @AnthropicAI X.com account,0,#333333,anthropic,0,0,0,0,0,0,0,0,0,0,0,1,2024-12-17 16:04:00+00:00,"We are aware of an unauthorized post originating from our official X.com account, @AnthropicAI. At this time the post has been removed, and we are investigating the issue.",1,2024-12-17 16:43:00+00:00,"We are aware of a second unauthorized post on @AnthropicAI on X.com, and are continuing to work to regain access to the impacted account. There are no impacts to other Anthropic services.",1,2024-12-17 17:08:00+00:00,"We have regained secure access to the @AnthropicAI account and will be continuing our investigation, with the support of X, into how these unauthorized posts were made.",1,2024-12-17 21:16:00+00:00,"We have identified and addressed the root cause of unauthorized posts on @AnthropicAI, our official X account. No Anthropic systems or services were affected in this incident.",0,,,2024-12-17 16:04:00+00:00,2024-12-17 21:16:00+00:00,0 days 05:12:00,False,0.0
8xpbrxz7pz2s,Investigating an issue,0,#333333,character,0,0,0,0,0,0,0,0,0,0,0,1,2024-12-16 23:14:00+00:00,We are currently investigating this issue.,0,,,0,,,1,2024-12-16 23:23:00+00:00,This incident has been resolved.,0,,,2024-12-16 23:14:00+00:00,2024-12-16 23:23:00+00:00,0 days 00:09:00,False,0.0
lc55szyc41h9,Investigating an issue,0,#333333,character,0,0,0,0,0,0,0,0,0,0,0,1,2024-12-16 22:56:00+00:00,We are currently investigating this issue.,0,,,0,,,1,2024-12-16 22:56:00+00:00,This incident has been resolved.,0,,,2024-12-16 22:56:00+00:00,2024-12-16 22:56:00+00:00,0 days 00:00:00,False,0.0
x1hn2l6brxmd,High error rate for fine-tuning API,2,#e86c09,openai,0,1,0,0,0,0,0,0,0,0,0,0,,,1,2024-12-16 22:47:00+00:00,Fine-tuning API endpoints (`/v1/fine_tuning/jobs/*`) are returning high rates of 500 responses. The issue has been identified and a fix is being rolled out.,1,2024-12-16 22:54:00+00:00,A fix has been deployed and the Fine-tuning API endpoints are no longer returning 500 responses.,1,2024-12-16 22:58:00+00:00,This incident has been resolved.,0,,,2024-12-16 22:47:00+00:00,2024-12-16 22:58:00+00:00,0 days 00:11:00,False,0.0
fa67b30e85bd,REST API Errors,0,#00b093,StabilityAI,0,0,0,0,0,0,0,0,1,0,0,1,2024-12-16 02:51:52+00:00,We are currently investigating elevated error rates detected by our monitoring.,0,,,0,,,1,2024-12-16 03:31:12+00:00,A failure in our monitoring system caused a series of false alarms. No services were impacted by this issue.,0,,,2024-12-16 02:51:52+00:00,2024-12-16 03:31:12+00:00,0 days 00:39:20,False,0.0
vz3gjb2k455l,Claude 3 Opus experience degraded,1,#f1c40f,anthropic,0,0,0,0,1,1,1,0,0,0,0,1,2024-12-14 21:21:00+00:00,We are currently investigating this issue.,1,2024-12-14 22:09:00+00:00,The issue has been identified and a fix is being implemented.,0,,,1,2024-12-14 23:04:00+00:00,This incident has been resolved.,0,,,2024-12-14 21:21:00+00:00,2024-12-14 23:04:00+00:00,0 days 01:43:00,False,0.0
441srscwpqfm,Elevated errors for requests to Claude 3.5 Sonnet,1,#f1c40f,anthropic,0,0,0,0,1,1,1,0,0,0,0,1,2024-12-14 01:05:00+00:00,"We are currently investigating elevated errors on requests to Claude 3.5 Sonnet on the API, Claude.ai, and the Anthropic Console.",0,,,0,,,1,2024-12-14 01:32:00+00:00,This incident has been resolved.,0,,,2024-12-14 01:05:00+00:00,2024-12-14 01:32:00+00:00,0 days 00:27:00,False,0.0
nh9j7wwgn40f,Elevated errors on the Anthropic API,0,#333333,anthropic,0,0,0,0,1,0,0,0,0,0,0,0,,,0,,,0,,,1,2024-12-13 21:58:00+00:00,"From 20:04–20:10 UTC, requests to the Anthropic API experienced elevated errors. This issue is now resolved.",0,,,2024-12-13 21:58:00+00:00,2024-12-13 21:58:00+00:00,0 days 00:00:00,False,0.0
hgn6j0vh7j43,Degraded Performance in Vision API,1,#f4ac36,openai,0,1,0,0,0,0,0,0,0,0,0,1,2024-12-13 20:47:00+00:00,We are currently experiencing degraded performance for the Vision API. We are currently investigating and will post an update as soon as possible.,0,,,1,2024-12-13 22:57:00+00:00,A fix has been implemented and we are monitoring the results,1,2024-12-14 00:03:00+00:00,"The issue has been resolved.

Starting at 6:35 AM PT, some customers experienced elevated error rates in the Vision API. A fix was implemented, and the issue was fully resolved at 3:58 PM PT.",0,,,2024-12-13 20:47:00+00:00,2024-12-14 00:03:00+00:00,0 days 03:16:00,False,0.0
wy6975w01ws4,Invalid Structured Outputs with gpt-4o and gpt-4o-2024-08-06 models,2,#e86c09,openai,0,1,0,0,0,0,0,0,0,0,0,0,,,0,,,0,,,1,2024-12-13 07:56:00+00:00,"Between 10:00pm PT on December 10 and 11:45pm PT on December 12, some API customers experienced invalid JSON schema outputs when using models gpt-4o and gpt-4o-2024-08-06 with Structured Outputs. A fix was implemented and the issue was fully resolved at 11:45pm.",0,,,2024-12-13 07:56:00+00:00,2024-12-13 07:56:00+00:00,0 days 00:00:00,False,0.0
9df6h3bqyl6q,Login errors on ChatGPT and the API Playground,1,#f4ac36,openai,1,1,0,1,0,0,0,0,0,0,0,1,2024-12-12 10:40:00+00:00,We are currently investigating some disruption to ChatGPT and the API.,0,,,1,2024-12-12 10:57:00+00:00,We've implemented a fix and are monitoring the impact.,1,2024-12-12 11:19:00+00:00,Between 01:55AM and 02:53AM PST we experienced some disruption to our service. The primary impact was that users were not able to login to ChatGPT or the API Playground. Some other requests may have been affected.,0,,,2024-12-12 10:40:00+00:00,2024-12-12 11:19:00+00:00,0 days 00:39:00,False,0.0
919d0c2dbc5b,REST API Errors - Stable Image services,2,#ff8c00,StabilityAI,0,0,0,0,0,0,0,0,1,0,0,1,2024-12-12 10:14:13+00:00,Some Stable Image services are currently returning errors. We are investigating the issue.,1,2024-12-12 10:44:13+00:00,We have identified the cause of the issue and are working to resolve it.,1,2024-12-12 11:19:57+00:00,We have resolved the issue and service has been restored. We will continue monitoring.,1,2024-12-12 13:38:13+00:00,We have verified the root cause and implemented mitigation while awaiting a vendor patch for the issue. No further disruptions are expected.,0,,,2024-12-12 10:14:13+00:00,2024-12-12 13:38:13+00:00,0 days 03:24:00,False,0.0
s9yk4l23th4d,Elevated error rates and latency on requests to the Anthropic API,2,#e67e22,anthropic,0,0,0,0,1,0,0,0,0,0,0,1,2024-12-12 02:38:00+00:00,We are seeing error rates between 1% and 2% across multiple models. Failed requests should succeed on retry. We are actively investigating the issue.,0,,,1,2024-12-13 11:46:00+00:00,"At this time, success rates and latency have returned to normal. We are closely monitoring to ensure no further recurrences.",1,2024-12-13 17:29:00+00:00,This incident has been resolved.,0,,,2024-12-12 02:38:00+00:00,2024-12-13 17:29:00+00:00,1 days 14:51:00,True,0.0
ctrsv3lwd797,"API, ChatGPT & Sora Facing Issues",3,#ef4146,openai,1,1,0,1,0,0,0,0,0,0,0,1,2024-12-11 23:17:00+00:00,We are currently investigating the issue and will provide more updates shortly.,1,2024-12-11 23:53:00+00:00,"We have reports of API calls returning errors, and difficulties logging in to platform.openai.com and ChatGPT. We have identified the issue and are working to roll out a fix.",1,2024-12-12 03:53:00+00:00,"API, ChatGPT, and Sora traffic has largely recovered. We are monitoring the situation to ensure full resolution.",1,2024-12-12 06:23:00+00:00,"Between 3:16pm PST and 7:38pm PST on December 11, OpenAI’s services were unavailable. We began to see recovery for API traffic starting at approximately 5:40pm PST, and for ChatGPT and Sora around 6:50pm PST. We mitigated the issues at 7:38 pm PST, and all services are now fully operational.

OpenAI will run a full root-cause analysis of this outage and will share details on this page when complete.",1,2024-12-13 01:19:00+00:00,"Introduction
This post-mortem details an incident that occurred on December 11, 2024, where all OpenAI services experienced significant downtime. The issue stemmed from a new telemetry service deployment that unintentionally overwhelmed the Kubernetes control plane, causing cascading failures across critical systems. In this post, we break down the root cause, outline the steps taken for remediation, and share the measures we are implementing to prevent similar incidents in the future. 
Impact
Between 3:16 PM PST and 7:38 PM PST on December 11, 2024, all OpenAI services experienced significant degradation or complete unavailability. This event was the result of an internal change to roll out new telemetry across our fleet and was not caused by a security incident or a recent launch. All products started to degrade at 3:16 PM.
ChatGPT: Substantial recovery occurred at 5:45 PM, with full recovery at 7:01 PM PST.
API: Substantial recovery occurred at 5:36 PM, with full recovery across all models at 7:38 PM PST.
Sora: Fully recovered at 7:01 PM PST.
Root Cause
OpenAI operates hundreds of Kubernetes clusters globally. Kubernetes has a control plane responsible for cluster administration and a data plane from where we actually serve workloads like model inference.
As part of a push to improve reliability across the organization, we’ve been working to improve our cluster-wide observability tooling to strengthen visibility into the state of our systems. At 3:12 PM PST, we deployed a new telemetry service to collect detailed Kubernetes control plane metrics. 
Telemetry services have a very wide footprint, so this new service’s configuration unintentionally caused every node in each cluster to execute resource-intensive Kubernetes API operations whose cost scaled with the size of the cluster. With thousands of nodes performing these operations simultaneously, the Kubernetes API servers became overwhelmed, taking down the Kubernetes control plane in most of our large clusters. This issue was most pronounced in our largest clusters, so our testing didn’t catch it – and DNS caching made the issue far less visible until the rollouts had begun fleet-wide.
The Kubernetes data plane can operate largely independently of the control plane, but DNS relies on the control plane – services don’t know how to contact one another without the Kubernetes control plane. 
In short, the root cause was a new telemetry service configuration that unexpectedly generated massive Kubernetes API load across large clusters, overwhelming the control plane and breaking DNS-based service discovery.
Testing & deployment
The change was tested in a staging cluster, where no issues were observed. The impact was specific to clusters exceeding a certain size, and our DNS cache on each node delayed visible failures long enough for the rollout to continue.
Our main reliability concern prior to deployment was resource consumption of the new telemetry service. Before deployment, we evaluated resource utilization metrics in all clusters (CPU/memory) to ensure that the deployment wouldn’t disrupt running services. While resource requests were tuned on a per cluster basis, no precautions were taken to assess Kubernetes API server load. This rollout process monitored service health but lacked sufficient cluster health monitoring protocols.
The Kubernetes data plane (responsible for handling user requests) is designed to operate independently of the control plane. However, the Kubernetes API server is required for DNS resolution, which is a critical dependency for many of our services.
DNS caching mitigated the impact temporarily by providing stale but functional DNS records. However, as cached records expired over the following 20 minutes, services began failing due to their reliance on real-time DNS resolution. This timing was critical because it delayed the visibility of the issue, allowing the rollout to continue before the full scope of the problem was understood. Once the DNS caches were empty, the load on the DNS servers was multiplied, adding further load to the control plane and further complicating immediate mitigation.
Remediation
Monitoring a deployment and reverting an offending change is generally straightforward, and we have tools to detect and roll back bad deployments. In this case, our detection tools worked and we detected the issue a few minutes before customers started seeing impact. But the fix for this issue required us to remove the offending service. In order to make that fix, we needed to access the Kubernetes control plane – which we could not do due to the increased load to the Kubernetes API servers.
We identified the issue within minutes and immediately spun up multiple workstreams to explore different ways to bring our clusters back online quickly:
Scaling down cluster size: Reduced the aggregate Kubernetes API load.
Blocking network access to Kubernetes admin APIs: Prevented new expensive requests, giving the API servers time to recover.
Scaling up Kubernetes API servers: Increased available resources to handle pending requests, allowing us to apply the fix.
By pursuing all three in parallel, we eventually restored enough control to remove the offending service.
Once we regained access to some Kubernetes control planes, we began to see immediate recovery. Where possible, we shifted traffic to healthy clusters while working on remediation for the others. Some clusters remained in a degraded state as many services tried to download resources simultaneously, saturating resource limits and requiring additional manual intervention.
This was a confluence of multiple systems and processes failing simultaneously and interacting in unexpected ways. Namely –
Our tests didn’t catch the impact the change was having on the Kubernetes control plane.
DNS caching added a delay between making the change and when services started failing.
Remediation was very slow because of the locked out effect.
Timeline
December 10th, 2024: The new telemetry service was deployed to a staging cluster and verified to be working as expected
December 11th, 2024 at 2:23pm: The change to introduce the new service was merged and the deployment pipeline triggered
2:51pm to 3:20pm: The change was applied to all clusters
3:13pm: Alerts fired, notifying engineers
3:16pm: Minor customer impact began
3:16pm: Root cause identified
3:27pm: Engineers began moving traffic away from impacted clusters
3:40pm: Maximum customer impact
4:36pm: First cluster recovered
7:38pm: All clusters recovered
Prevention
To prevent similar incidents, we are implementing the following measures:
1. Robust phased rollouts
We're continuing our work on improved phased rollouts with better monitoring for all infrastructure changes to ensure that any failure has limited impact and is detected early. All infrastructure-related configuration changes moving forward will follow a robust phased rollout process, with improved continuous monitoring that ensures that both the service workloads and the clusters (including the Kubernetes control plane) are healthy. 
2. Fault injection testing
The Kubernetes data plane should be able to survive without the control plane for longer, and we’ll run tests that explicitly exercise this scenario. We’ll also run tests to intentionally roll out bad changes to ensure that our systems detect and roll back appropriately.
3. Emergency Kubernetes control plane access
We do not yet have a mechanism to ensure access to the API server when the data plane is putting too much pressure on the control plane. We’ll implement break-glass mechanisms to ensure that engineers can access Kubernetes API servers in any circumstances.
4. Decouple the Kubernetes data plane and control plane
Our dependency on Kubernetes DNS for service discovery creates a link between our Kubernetes data plane and control plane. We are investing in systems to decouple the Kubernetes data plane from the control plane so that the control plane is not load bearing for processing mission critical services and product workloads.
5. Faster recovery
We’ll implement improved caching and dynamic rate limiters for the resources that are necessary for cluster startup and run regular exercises where we rapidly replace an entire cluster with an explicit goal of fast and correct startup. 
Conclusion
We apologize for the impact that this incident caused to all of our customers – from ChatGPT users to developers to businesses who rely on OpenAI products. We’ve fallen short of our own expectations. We recognize that it is critical to provide a highly reliable service to all of you, and  will be prioritizing the preventative measures outlined above to continue improving reliability. Thank you for your patience during this disruption.",2024-12-11 23:17:00+00:00,2024-12-12 06:23:00+00:00,0 days 07:06:00,False,0.0
