Incident_Title,Incident_Link,Incident_color,Incident_Impact,Updates,Service
Degraded performance on text-davinci-002 and code-davinci-002,https://status.openai.com/incidents/qtdx7xs6tk70,#f4ac36,impact-minor,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident is now resolved."", ""Update_Timestamp"": ""Posted 2 years ago. Feb 16, 2023 - 10:20 PST""}, {""Update_Title"": ""Identified"", ""Update_Body"": ""We've identified an issue affecting text-davinci-002 and code-davinci-002 and are working towards remediation."", ""Update_Timestamp"": ""Posted 2 years ago. Feb 16, 2023 - 09:48 PST""}]",This incident affected: API.
Outage on fine-tuned Curie models,https://status.openai.com/incidents/pfjlxg6d6rgq,#ef4146,impact-critical,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""Service has now been restored."", ""Update_Timestamp"": ""Posted 2 years ago. Feb 14, 2023 - 11:38 PST""}, {""Update_Title"": ""Identified"", ""Update_Body"": ""A mitigation is rolling out. Service is expected to be restored within 30 minutes."", ""Update_Timestamp"": ""Posted 2 years ago. Feb 14, 2023 - 11:28 PST""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We are seeing elevated latency and error rates with requests to fine-tuned Curie models. We are currently investigating the issue."", ""Update_Timestamp"": ""Posted 2 years ago. Feb 14, 2023 - 10:39 PST""}]",This incident affected: API.
Outage on ChatGPT,https://status.openai.com/incidents/1t32snx54lfy,#ef4146,impact-critical,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This issue is now resolved."", ""Update_Timestamp"": ""Posted 2 years ago. Feb 14, 2023 - 11:37 PST""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""Service has been recovered. We are continuing to monitor for any further issues."", ""Update_Timestamp"": ""Posted 2 years ago. Feb 14, 2023 - 11:33 PST""}, {""Update_Title"": ""Identified"", ""Update_Body"": ""We are currently investigating an outage on ChatGPT (both free and Plus plans). The issue has been identified and service should be restored shortly."", ""Update_Timestamp"": ""Posted 2 years ago. Feb 14, 2023 - 11:30 PST""}]",This incident affected: ChatGPT.
Major outage on text-davinci-003,https://status.openai.com/incidents/9hrykvh16skp,#ef4146,impact-critical,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""Service has been restored."", ""Update_Timestamp"": ""Posted 2 years ago. Feb 14, 2023 - 11:37 PST""}, {""Update_Title"": ""Identified"", ""Update_Body"": ""We have identified the underlying issue. The model is currently partially available. We are working to recover service."", ""Update_Timestamp"": ""Posted 2 years ago. Feb 14, 2023 - 11:24 PST""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We are currently investigating elevated 502 error rates affecting our text-davinci-003 model."", ""Update_Timestamp"": ""Posted 2 years ago. Feb 14, 2023 - 09:59 PST""}]",This incident affected: API.
Degraded performance on text-davinci-003,https://status.openai.com/incidents/6j5rly832k8t,#f4ac36,impact-minor,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This issue has been resolved."", ""Update_Timestamp"": ""Posted 2 years ago. Feb 13, 2023 - 11:04 PST""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""Error rates are decreasing. We're continuing to monitor."", ""Update_Timestamp"": ""Posted 2 years ago. Feb 13, 2023 - 10:44 PST""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We are currently investigating elevated 500 error rates affecting our text-davinci-003 model."", ""Update_Timestamp"": ""Posted 2 years ago. Feb 13, 2023 - 10:41 PST""}]",This incident affected: API and Playground.
Degraded performance on text-davinci-003,https://status.openai.com/incidents/bsx03vldgjgw,#050505,impact-none,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""We are currently investigating elevated 500 error rates affecting our text-davinci-003 model."", ""Update_Timestamp"": ""Posted 2 years ago. Feb 13, 2023 - 00:00 PST""}]",
Degraded performance on text-davinci-003,https://status.openai.com/incidents/1nwf7xt5y5j4,#f4ac36,impact-minor,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved."", ""Update_Timestamp"": ""Posted 2 years ago. Feb 09, 2023 - 10:38 PST""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We are currently investigating frequent 429s affecting our text-davinci-003 model."", ""Update_Timestamp"": ""Posted 2 years ago. Feb 09, 2023 - 09:31 PST""}]",This incident affected: API.
Degraded performance on ChatGPT models,https://status.openai.com/incidents/vk4tywpv0llb,#050505,impact-none,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved."", ""Update_Timestamp"": ""Posted 2 years ago. Feb 01, 2023 - 15:07 PST""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""From 2PM to 2:30PM, we observed elevated failure rates on models for ChatGPT.  The underlying issue has been resolved for now, and we are continuing to monitor."", ""Update_Timestamp"": ""Posted 2 years ago. Feb 01, 2023 - 14:49 PST""}]",
labs.openai.com is down and related APIs are degraded,https://status.openai.com/incidents/0fpppjnsm5vg,#050505,impact-none,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This issue has been resolved."", ""Update_Timestamp"": ""Posted 2 years ago. Jan 31, 2023 - 12:45 PST""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""The models powering labs are currently being impacted. We are investigating."", ""Update_Timestamp"": ""Posted 2 years ago. Jan 31, 2023 - 12:21 PST""}]",
Multiple API endpoints impacted,https://status.openai.com/incidents/v0svxqjzhsrr,#ef4146,impact-critical,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved."", ""Update_Timestamp"": ""Posted 2 years ago. Jan 31, 2023 - 10:34 PST""}, {""Update_Title"": ""Update"", ""Update_Body"": ""We are continuing to monitor for any further issues."", ""Update_Timestamp"": ""Posted 2 years ago. Jan 31, 2023 - 10:28 PST""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""All engines are recovering. We're continuing to monitor."", ""Update_Timestamp"": ""Posted 2 years ago. Jan 31, 2023 - 10:22 PST""}, {""Update_Title"": ""Update"", ""Update_Body"": ""Some engines have recovered, and we\u2019re currently working to recover the remaining API endpoints.\u201d"", ""Update_Timestamp"": ""Posted 2 years ago. Jan 31, 2023 - 09:54 PST""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We are currently investigating widespread 499s, 500s, 503s across multiple engines in multiple clusters, starting at 9:01AM Pacific"", ""Update_Timestamp"": ""Posted 2 years ago. Jan 31, 2023 - 09:30 PST""}]",This incident affected: API and Playground.
Multiple API endpoints are down,https://status.openai.com/incidents/br1fbkxcmt68,#050505,impact-none,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""We have identified an issue impacting our current production API traffic, reverted the misconfiguration  Service is recovering, and we will continue to monitor."", ""Update_Timestamp"": ""Posted 2 years ago. Jan 30, 2023 - 12:38 PST""}]",This incident affected: API and Playground.
Multiple API endpoints are down,https://status.openai.com/incidents/ttsvq5p4379d,#e86c09,impact-major,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""Service is restored."", ""Update_Timestamp"": ""Posted 2 years ago. Jan 29, 2023 - 11:14 PST""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""Monitoring API latency and error rates appear to be back at normal levels."", ""Update_Timestamp"": ""Posted 2 years ago. Jan 29, 2023 - 11:09 PST""}, {""Update_Title"": ""Update"", ""Update_Body"": ""The DALLE API is restored. We are continuing to investigate degraded performance in the Moderations API."", ""Update_Timestamp"": ""Posted 2 years ago. Jan 29, 2023 - 10:41 PST""}, {""Update_Title"": ""Update"", ""Update_Body"": ""Multiple endpoints are down. We are taking mitigation steps."", ""Update_Timestamp"": ""Posted 2 years ago. Jan 29, 2023 - 09:47 PST""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We are investigating increased latency on the Moderations API and DALLE API."", ""Update_Timestamp"": ""Posted 2 years ago. Jan 29, 2023 - 06:15 PST""}]",This incident affected: API.
Multiple engines are down,https://status.openai.com/incidents/tljwlz08w539,#ef4146,impact-critical,"[{""Update_Title"": ""Postmortem"", ""Update_Body"": ""At 4:53pm Pacific on 2023-01-25 we had a major outage on one of our GPU clusters, resulting in a full outage of the text-davinci-003 model. 80% of capacity was back online in approximately one hour. Capacity was fully stabilized in approximately four hours.\nThe problem was due to a configuration change of \""CNI\"" - the Container Network Interface plugins used to provide network connectivity to containers running on our clusters. Given the high demand of our services, we go to great lengths to utilize any and all GPU capacity available. This involves supporting a variety of different hardware and networking configurations, requiring different CNI configurations. We fully tested this CNI configuration change in a staging environment prior to deployment, but unfortunately our staging environment lacked one particular variation of hardware that only exists in production. The CNI change was incompatible with those servers and caused their workloads to lose network connectivity. \nEngineers immediately identified the problem as due to network connectivity, but it took nearly an hour for CNI to be identified as the cause. The CNI change had been deployed to other clusters over the past 24 hours, so had been deemed safe. The problem only arose once that change had been deployed to a cluster with different hardware. Once the problem was identified, a fix was in place and restored 80% of traffic immediately.\nThough the network and servers were back up and running, problems related to model deployment continued to affect our reliability over the subsequent 3 hours. Some issues were due to known bottlenecks in our network and storage infrastructure, limiting how many models we can load back onto GPUs at a time. Other issues are due to misbehaving bad hardware that need to be identified and removed from operation. We are actively working on addressing those limitations this quarter.\nWe are addressing several action items as a result of this incident. Staging environments will contain a representation of all possible types of hardware configurations so that it is a better representation of production. The health of our CNI system itself will be directly monitored and alerted, so that failures will be more readily visible. We are fixing the bottlenecks in network and storage infrastructure that constrain our ability to deploy many replicas of a model quickly."", ""Update_Timestamp"": ""Posted 2 years ago. Jan 27, 2023 - 12:10 PST""}, {""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved."", ""Update_Timestamp"": ""Posted 2 years ago. Jan 25, 2023 - 21:50 PST""}, {""Update_Title"": ""Update"", ""Update_Body"": ""We are continuing to monitor for any further issues."", ""Update_Timestamp"": ""Posted 2 years ago. Jan 25, 2023 - 21:42 PST""}, {""Update_Title"": ""Update"", ""Update_Body"": ""The rollout of the fix continues. Many engines, including text-davinci-003, appear to be operating normally again."", ""Update_Timestamp"": ""Posted 2 years ago. Jan 25, 2023 - 19:51 PST""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""A fix has been implemented and we are monitoring the results."", ""Update_Timestamp"": ""Posted 2 years ago. Jan 25, 2023 - 19:00 PST""}, {""Update_Title"": ""Identified"", ""Update_Body"": ""The issue has been identified and a fix is being implemented."", ""Update_Timestamp"": ""Posted 2 years ago. Jan 25, 2023 - 18:06 PST""}, {""Update_Title"": ""Update"", ""Update_Body"": ""We are continuing to investigate this issue."", ""Update_Timestamp"": ""Posted 2 years ago. Jan 25, 2023 - 17:22 PST""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We are currently investigating this issue."", ""Update_Timestamp"": ""Posted 2 years ago. Jan 25, 2023 - 17:13 PST""}]",This incident affected: API.
Elevated error rates on text-davinci-003,https://status.openai.com/incidents/3k71p5qjg0pf,#e86c09,impact-major,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved."", ""Update_Timestamp"": ""Posted 2 years ago. Jan 25, 2023 - 10:24 PST""}, {""Update_Title"": ""Update"", ""Update_Body"": ""We are continuing to investigate this issue."", ""Update_Timestamp"": ""Posted 2 years ago. Jan 25, 2023 - 09:27 PST""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We're observing elevated error rates for text-davinci-003."", ""Update_Timestamp"": ""Posted 2 years ago. Jan 25, 2023 - 04:00 PST""}]",This incident affected: API.
Outage for text-davinci-002,https://status.openai.com/incidents/7jmh8k8p9dvw,#ef4146,impact-critical,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved."", ""Update_Timestamp"": ""Posted 2 years ago. Jan 18, 2023 - 10:18 PST""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""A fix has been implemented and we are monitoring the results."", ""Update_Timestamp"": ""Posted 2 years ago. Jan 18, 2023 - 09:11 PST""}, {""Update_Title"": ""Identified"", ""Update_Body"": ""We've identified an issue causing loss of traffic for text-davinci-002, and are currently working on a resolution"", ""Update_Timestamp"": ""Posted 2 years ago. Jan 18, 2023 - 09:04 PST""}]",This incident affected: API and Playground.
Elevated API Errors on text-davinci-003,https://status.openai.com/incidents/jccgxcytvfvj,#f4ac36,impact-minor,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved."", ""Update_Timestamp"": ""Posted 2 years ago. Jan 17, 2023 - 11:29 PST""}, {""Update_Title"": ""Monitoring"", ""Update_Body"": ""A fix has been implemented and we are monitoring the results."", ""Update_Timestamp"": ""Posted 2 years ago. Jan 17, 2023 - 10:55 PST""}, {""Update_Title"": ""Identified"", ""Update_Body"": ""We're experiencing an elevated level of API errors and are currently looking into the issue."", ""Update_Timestamp"": ""Posted 2 years ago. Jan 17, 2023 - 10:46 PST""}]",This incident affected: API.
Elevated latency + error rate on text-davinci-003,https://status.openai.com/incidents/4yt8t89bw56k,#e86c09,impact-major,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved."", ""Update_Timestamp"": ""Posted 2 years ago. Jan 11, 2023 - 11:53 PST""}, {""Update_Title"": ""Investigating"", ""Update_Body"": ""We are currently investigating this issue."", ""Update_Timestamp"": ""Posted 2 years ago. Jan 11, 2023 - 11:10 PST""}]",This incident affected: API.
Elevated latency + error rate on code-davinci-002,https://status.openai.com/incidents/rk6lhfgt0frs,#e86c09,impact-major,"[{""Update_Title"": ""Resolved"", ""Update_Body"": ""This incident has been resolved."", ""Update_Timestamp"": ""Posted 2 years ago. Jan 11, 2023 - 10:01 PST""}, {""Update_Title"": ""Identified"", ""Update_Body"": ""We've identified the source of the issue and are implementing a fix"", ""Update_Timestamp"": ""Posted 2 years ago. Jan 11, 2023 - 08:35 PST""}]",This incident affected: API.
